,timestamp,pilot,aggressor,shiptype,module_or_ammo,dmg,hit_quality
4797,2023-02-01 23:46:51,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,246,Hits
4799,2023-02-01 23:46:53,Dravynea Uta,Emergent Keeper,Emergent Keeper,,6,Glances Off
4800,2023-02-01 23:46:53,Dravynea Uta,Emergent Keeper,Emergent Keeper,,13,Smashes
4801,2023-02-01 23:46:53,Dravynea Uta,Emergent Keeper,Emergent Keeper,,9,Hits
4802,2023-02-01 23:46:54,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,21,Penetrates
4803,2023-02-01 23:46:54,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,53,Wrecks
4804,2023-02-01 23:46:54,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,16,Hits
4805,2023-02-01 23:46:54,Dravynea Uta,Emergent Keeper,Emergent Keeper,,8,Hits
4808,2023-02-01 23:46:55,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,263,Penetrates
4809,2023-02-01 23:46:56,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4810,2023-02-01 23:46:56,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4811,2023-02-01 23:46:56,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4812,2023-02-01 23:46:56,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,18,Penetrates
4813,2023-02-01 23:46:56,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,22,Smashes
4814,2023-02-01 23:46:56,Dravynea Uta,Emergent Keeper,Emergent Keeper,,7,Hits
4815,2023-02-01 23:46:56,Dravynea Uta,Emergent Keeper,Emergent Keeper,,10,Penetrates
4817,2023-02-01 23:46:56,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,232,Hits
4818,2023-02-01 23:46:57,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4821,2023-02-01 23:46:58,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4822,2023-02-01 23:46:58,Dravynea Uta,Emergent Keeper,Emergent Keeper,,11,Penetrates
4823,2023-02-01 23:46:58,Dravynea Uta,Emergent Keeper,Emergent Keeper,,6,Grazes
4824,2023-02-01 23:46:58,Dravynea Uta,Emergent Keeper,Emergent Keeper,,13,Smashes
4825,2023-02-01 23:46:59,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4826,2023-02-01 23:46:59,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,12,Glances Off
4827,2023-02-01 23:46:59,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,24,Smashes
4828,2023-02-01 23:46:59,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,12,Glances Off
4829,2023-02-01 23:46:59,Dravynea Uta,Emergent Keeper,Emergent Keeper,,6,Glances Off
4831,2023-02-01 23:47:00,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,248,Penetrates
4832,2023-02-01 23:47:01,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,21,Penetrates
4833,2023-02-01 23:47:01,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,13,Hits
4834,2023-02-01 23:47:01,Dravynea Uta,Emergent Keeper,Emergent Keeper,,6,Glances Off
4835,2023-02-01 23:47:01,Dravynea Uta,Emergent Keeper,Emergent Keeper,,9,Penetrates
4836,2023-02-01 23:47:01,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,358,Smashes
4838,2023-02-01 23:47:03,Dravynea Uta,Emergent Keeper,Emergent Keeper,,12,Smashes
4839,2023-02-01 23:47:03,Dravynea Uta,Emergent Keeper,Emergent Keeper,,13,Smashes
4840,2023-02-01 23:47:03,Dravynea Uta,Emergent Keeper,Emergent Keeper,,11,Penetrates
4841,2023-02-01 23:47:04,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Phantasmata Missile,1260,Hits
4842,2023-02-01 23:47:04,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Phantasmata Missile,1260,Hits
4843,2023-02-01 23:47:04,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4844,2023-02-01 23:47:04,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4845,2023-02-01 23:47:04,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4846,2023-02-01 23:47:04,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,14,Glances Off
4847,2023-02-01 23:47:04,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,9,Grazes
4848,2023-02-01 23:47:04,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,15,Hits
4849,2023-02-01 23:47:04,Dravynea Uta,Emergent Keeper,Emergent Keeper,,7,Hits
4850,2023-02-01 23:47:05,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4853,2023-02-01 23:47:05,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,313,Smashes
4854,2023-02-01 23:47:06,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,11,Grazes
4855,2023-02-01 23:47:06,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,16,Hits
4856,2023-02-01 23:47:06,Dravynea Uta,Emergent Keeper,Emergent Keeper,,6,Glances Off
4857,2023-02-01 23:47:06,Dravynea Uta,Emergent Keeper,Emergent Keeper,,9,Penetrates
4859,2023-02-01 23:47:06,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,137,Grazes
4860,2023-02-01 23:47:07,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4861,2023-02-01 23:47:07,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4864,2023-02-01 23:47:08,Dravynea Uta,Emergent Keeper,Emergent Keeper,,6,Grazes
4865,2023-02-01 23:47:08,Dravynea Uta,Emergent Keeper,Emergent Keeper,,8,Hits
4866,2023-02-01 23:47:08,Dravynea Uta,Emergent Keeper,Emergent Keeper,,4,Grazes
4867,2023-02-01 23:47:09,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,17,Hits
4868,2023-02-01 23:47:09,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,22,Penetrates
4869,2023-02-01 23:47:09,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,22,Smashes
4870,2023-02-01 23:47:09,Dravynea Uta,Emergent Keeper,Emergent Keeper,,6,Glances Off
4872,2023-02-01 23:47:11,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
4873,2023-02-01 23:47:11,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,283,Penetrates
4874,2023-02-01 23:47:11,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
4875,2023-02-01 23:47:11,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,23,Smashes
4876,2023-02-01 23:47:11,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,22,Penetrates
4877,2023-02-01 23:47:11,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
4878,2023-02-01 23:47:11,Dravynea Uta,Emergent Keeper,Emergent Keeper,,13,Smashes
4879,2023-02-01 23:47:11,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
4880,2023-02-01 23:47:11,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,202,Hits
4882,2023-02-01 23:47:13,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4883,2023-02-01 23:47:13,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4884,2023-02-01 23:47:13,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4885,2023-02-01 23:47:13,Dravynea Uta,Emergent Keeper,Emergent Keeper,,9,Penetrates
4886,2023-02-01 23:47:13,Dravynea Uta,Emergent Keeper,Emergent Keeper,,6,Glances Off
4887,2023-02-01 23:47:13,Dravynea Uta,Emergent Keeper,Emergent Keeper,,7,Hits
4888,2023-02-01 23:47:14,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4889,2023-02-01 23:47:14,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,12,Glances Off
4890,2023-02-01 23:47:14,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,26,Smashes
4891,2023-02-01 23:47:14,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,24,Smashes
4892,2023-02-01 23:47:14,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
4907,2023-02-01 23:47:16,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4908,2023-02-01 23:47:16,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
4909,2023-02-01 23:47:16,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,10,Grazes
4910,2023-02-01 23:47:16,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,11,Grazes
4911,2023-02-01 23:47:16,Dravynea Uta,Emergent Keeper,Emergent Keeper,,7,Glances Off
4912,2023-02-01 23:47:16,Dravynea Uta,Emergent Keeper,Emergent Keeper,,10,Penetrates
4914,2023-02-01 23:47:17,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,80,Hits
4915,2023-02-01 23:47:17,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
4916,2023-02-01 23:47:18,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
4917,2023-02-01 23:47:18,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
4918,2023-02-01 23:47:18,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
4919,2023-02-01 23:47:18,Dravynea Uta,Emergent Keeper,Emergent Keeper,,12,Smashes
4920,2023-02-01 23:47:18,Dravynea Uta,Emergent Keeper,Emergent Keeper,,8,Hits
4921,2023-02-01 23:47:19,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
4941,2023-02-01 23:47:25,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
4942,2023-02-01 23:47:25,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,79,Hits
4943,2023-02-01 23:47:25,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
4944,2023-02-01 23:47:26,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
4958,2023-02-01 23:47:32,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
4959,2023-02-01 23:47:33,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
4960,2023-02-01 23:47:33,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
4961,2023-02-01 23:47:33,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,79,Hits
4962,2023-02-01 23:47:33,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
4977,2023-02-01 23:47:40,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
4978,2023-02-01 23:47:40,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
4980,2023-02-01 23:47:41,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
4981,2023-02-01 23:47:41,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,79,Hits
5077,2023-02-01 23:50:34,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,263,Hits
5087,2023-02-01 23:50:42,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5088,2023-02-01 23:50:42,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,263,Hits
5089,2023-02-01 23:50:43,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5090,2023-02-01 23:50:43,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5091,2023-02-01 23:50:43,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,199,Hits
5664,2023-02-01 23:57:59,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5665,2023-02-01 23:57:59,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5666,2023-02-01 23:57:59,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5669,2023-02-01 23:58:06,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5670,2023-02-01 23:58:06,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5671,2023-02-01 23:58:07,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5784,2023-02-02 00:00:03,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,263,Hits
5800,2023-02-02 00:00:06,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5801,2023-02-02 00:00:07,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5802,2023-02-02 00:00:07,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5803,2023-02-02 00:00:07,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5805,2023-02-02 00:00:11,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,263,Hits
5820,2023-02-02 00:00:14,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5821,2023-02-02 00:00:14,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5822,2023-02-02 00:00:14,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5823,2023-02-02 00:00:15,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5824,2023-02-02 00:00:19,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,263,Hits
5833,2023-02-02 00:00:22,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5834,2023-02-02 00:00:22,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5835,2023-02-02 00:00:22,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5836,2023-02-02 00:00:22,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5838,2023-02-02 00:00:27,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,263,Hits
5839,2023-02-02 00:00:29,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,263,Hits
5845,2023-02-02 00:00:30,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,199,Hits
5846,2023-02-02 00:00:30,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
5853,2023-02-02 00:00:35,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,81,Hits
5868,2023-02-02 00:00:43,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
5879,2023-02-02 00:00:51,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
5889,2023-02-02 00:00:59,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
5902,2023-02-02 00:01:07,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
5912,2023-02-02 00:01:15,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
5924,2023-02-02 00:01:22,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
5925,2023-02-02 00:01:23,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,11,Glances Off
5926,2023-02-02 00:01:23,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,79,Hits
5936,2023-02-02 00:01:30,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,83,Hits
5937,2023-02-02 00:01:31,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,79,Hits
5949,2023-02-02 00:01:39,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
5953,2023-02-02 00:01:47,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
5957,2023-02-02 00:01:55,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
5961,2023-02-02 00:02:03,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
5965,2023-02-02 00:02:11,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
5972,2023-02-02 00:02:19,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
5979,2023-02-02 00:02:27,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
6023,2023-02-02 00:03:49,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,263,Hits
6024,2023-02-02 00:03:52,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,183,Hits
6025,2023-02-02 00:03:52,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
6029,2023-02-02 00:03:53,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
6030,2023-02-02 00:03:57,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,81,Hits
6031,2023-02-02 00:03:59,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
6032,2023-02-02 00:04:00,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
6033,2023-02-02 00:04:00,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
6034,2023-02-02 00:04:05,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
6035,2023-02-02 00:04:07,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
6036,2023-02-02 00:04:07,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
6037,2023-02-02 00:04:08,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
6492,2023-02-02 00:09:32,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,,1914,Hits
6501,2023-02-02 00:09:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,,1165,Grazes
6508,2023-02-02 00:09:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,,923,Glances Off
6510,2023-02-02 00:09:41,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,,1083,Penetrates
6518,2023-02-02 00:09:44,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,,660,Grazes
6525,2023-02-02 00:09:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,,1189,Penetrates
6533,2023-02-02 00:09:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,,762,Glances Off
6536,2023-02-02 00:09:53,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,,837,Hits
6543,2023-02-02 00:09:56,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,,1355,Smashes
6550,2023-02-02 00:09:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,,1495,Smashes
6558,2023-02-02 00:10:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,,1058,Hits
6560,2023-02-02 00:10:06,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,,955,Hits
6568,2023-02-02 00:10:09,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,,950,Hits
6575,2023-02-02 00:10:12,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,,598,Grazes
6669,2023-02-02 00:13:16,Dravynea Uta,Emergent Keeper,Emergent Keeper,,12,Grazes
6670,2023-02-02 00:13:17,Dravynea Uta,Emergent Keeper,Emergent Keeper,,17,Glances Off
6671,2023-02-02 00:13:18,Dravynea Uta,Emergent Keeper,Emergent Keeper,,23,Hits
6672,2023-02-02 00:13:19,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,43,Hits
6673,2023-02-02 00:13:19,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,43,Hits
6675,2023-02-02 00:13:19,Dravynea Uta,Emergent Keeper,Emergent Keeper,,18,Hits
6676,2023-02-02 00:13:20,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,43,Hits
6680,2023-02-02 00:13:21,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,528,Hits
6682,2023-02-02 00:13:21,Dravynea Uta,Emergent Keeper,Emergent Keeper,,28,Smashes
6684,2023-02-02 00:13:22,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,43,Hits
6685,2023-02-02 00:13:22,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,43,Hits
6686,2023-02-02 00:13:22,Dravynea Uta,Emergent Keeper,Emergent Keeper,,18,Hits
6688,2023-02-02 00:13:22,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,761,Penetrates
6690,2023-02-02 00:13:23,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6691,2023-02-02 00:13:23,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Phantasmata Missile,1260,Hits
6692,2023-02-02 00:13:23,Dravynea Uta,Emergent Keeper,Emergent Keeper,,11,Penetrates
6693,2023-02-02 00:13:23,Dravynea Uta,Emergent Keeper,Emergent Keeper,,6,Glances Off
6694,2023-02-02 00:13:23,Dravynea Uta,Emergent Keeper,Emergent Keeper,,13,Smashes
6696,2023-02-02 00:13:23,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,224,Hits
6699,2023-02-02 00:13:24,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Phantasmata Missile,1260,Hits
6701,2023-02-02 00:13:24,Dravynea Uta,Emergent Keeper,Emergent Keeper,,11,Smashes
6702,2023-02-02 00:13:25,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Phantasmata Missile,1260,Hits
6703,2023-02-02 00:13:26,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6704,2023-02-02 00:13:26,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6705,2023-02-02 00:13:26,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,324,Smashes
6707,2023-02-02 00:13:26,Dravynea Uta,Emergent Keeper,Emergent Keeper,,8,Hits
6709,2023-02-02 00:13:27,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6710,2023-02-02 00:13:27,Dravynea Uta,Emergent Keeper,Emergent Keeper,,6,Glances Off
6711,2023-02-02 00:13:27,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,125,Grazes
6714,2023-02-02 00:13:28,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6715,2023-02-02 00:13:28,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
6716,2023-02-02 00:13:28,Dravynea Uta,Emergent Keeper,Emergent Keeper,,12,Smashes
6717,2023-02-02 00:13:28,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
6718,2023-02-02 00:13:28,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,186,Hits
6719,2023-02-02 00:13:29,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6721,2023-02-02 00:13:29,Dravynea Uta,Emergent Keeper,Emergent Keeper,,12,Smashes
6722,2023-02-02 00:13:30,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6726,2023-02-02 00:13:31,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,178,Glances Off
6727,2023-02-02 00:13:31,Dravynea Uta,Emergent Keeper,Emergent Keeper,,11,Smashes
6729,2023-02-02 00:13:32,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
6731,2023-02-02 00:13:32,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,736,Wrecks
6732,2023-02-02 00:13:32,Dravynea Uta,Emergent Keeper,Emergent Keeper,,11,Smashes
6733,2023-02-02 00:13:32,Dravynea Uta,Emergent Keeper,Emergent Keeper,,7,Hits
6734,2023-02-02 00:13:32,Dravynea Uta,Emergent Keeper,Emergent Keeper,,10,Penetrates
6736,2023-02-02 00:13:32,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,166,Glances Off
6739,2023-02-02 00:13:34,Dravynea Uta,Emergent Keeper,Emergent Keeper,,12,Smashes
6740,2023-02-02 00:13:37,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6741,2023-02-02 00:13:37,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6742,2023-02-02 00:13:37,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6743,2023-02-02 00:13:37,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,271,Penetrates
6744,2023-02-02 00:13:37,Dravynea Uta,Emergent Keeper,Emergent Keeper,,9,Penetrates
6746,2023-02-02 00:13:37,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6748,2023-02-02 00:13:37,Dravynea Uta,Emergent Keeper,Emergent Keeper,,12,Smashes
6749,2023-02-02 00:13:37,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,249,Penetrates
6752,2023-02-02 00:13:38,Dravynea Uta,Emergent Keeper,Emergent Keeper,,7,Glances Off
6753,2023-02-02 00:13:38,Dravynea Uta,Emergent Keeper,Emergent Keeper,,10,Penetrates
6754,2023-02-02 00:13:38,Dravynea Uta,Emergent Keeper,Emergent Keeper,,8,Hits
6755,2023-02-02 00:13:38,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,296,Penetrates
6756,2023-02-02 00:13:39,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6757,2023-02-02 00:13:39,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6758,2023-02-02 00:13:39,Dravynea Uta,Emergent Keeper,Emergent Keeper,,10,Penetrates
